Bioreactor, 1.5088763629992172, 
Bioreactor Mayer, 2.0672183130009216, 
Bryson Denham, 0.9220600210010161, 
Bryson Denham Mayer, 1.6771229409987427, 
Cart Pendulum, 15.739727004000088, 
Cart Pendulum Mayer, inf, 
Catalyst Mixing, 3.4726458710010775, 
Cushioned Oscillation Mayer, 2.805607718999454, 
Dielectrophoretic Particle Mayer, 6.8077793730008125, 
Double Oscillator, 1.801773947001493, 
Double Oscillator Mayer, 2.9849320270004682, 
Ducted Fan, 11.955779101001099, 
Egerstedt, 14.939961994999976, 
Egerstedt Mayer, 15.077840503998232, 
Electric Car, 2.292823250998481, 
Electric Car Mayer, 3.9899258949990326, 
F8 Aircraft Mayer, 6.6405800269985775, 
Fuller, 1.6537686540013965, 
Fuller Mayer, 1.3920761909994326, 
Hang Glider, 11.980389925000054, 
Hanging Chain, 4.14296233999994, 
Lotka Competitive, 4.130437547000838, 
Lotka Competitive Mayer, 4.187632752998979, 
Lotka Shared, 9.835640158000388, 
Lotka Shared Mayer, 4.608665183000994, 
Lotka Volterra, 2.301367186999414, 
Lotka Volterra Mayer, 5.475570914000855, 
LQR, 1.0921271159986645, 
LQR Mayer, 3.0323813470004097, 
Moon Landing, 2.3463259899999684, 
Mountain Car Mayer, 4.4579888680000295, 
Ocean, 1.7353847119993588, 
Ocean Mayer, 9.916860882000037, 
Particle Steering Mayer, 15.265283511000234, 
Quadrotor, 9.94574083400039, 
Rao Mease, 0.9058269920005841, 
Rao Mease Mayer, 2.0915720850007347, 
Three Tank, 10.19563627900061, 
Three Tank Mayer, 4.992056021999815, 
Tubular Reactor Mayer, 2.3275719299999764, 
Van der Pol, 1.8541561720012396, 
Van der Pol Mayer, 9.01056647599944, 
Lotka OED, 37.833239839999806, 
Dielectr Particle, 34.5604432680002, 
Jackson OED, 37.3427021589996, 
Van der Pol OED, 30.325469419, 
