Bioreactor, 2.802915976999884, 
Bioreactor Mayer, 5.134714948999999, 
Bryson Denham, 1.4370349319999605, 
Bryson Denham Mayer, 3.313383778000116, 
Cart Pendulum, 48.046728796000025, 
Cart Pendulum Mayer, 57.73652819499989, 
Catalyst Mixing, 3.913066951999781, 
Cushioned Oscillation Mayer, 5.540149080999981, 
Dielectrophoretic Particle Mayer, inf, 
Double Oscillator, 2.775086504000001, 
Double Oscillator Mayer, 5.340171138999949, 
Ducted Fan, 18.841415220999806, 
Egerstedt, 90.8214269120001, 
Egerstedt Mayer, 34.568962533999866, 
Electric Car, 2.58559520100016, 
Electric Car Mayer, 3.493717419000177, 
F8 Aircraft Mayer, 35.322105817999955, 
Fuller, 3.4631462879999617, 
Fuller Mayer, 2.61242151700003, 
Hang Glider, 11.228640786999904, 
Hanging Chain, 8.794677608000029, 
Lotka Competitive, 3.741840250999985, 
Lotka Competitive Mayer, 7.241165455999862, 
Lotka Shared, 4.123283117000028, 
Lotka Shared Mayer, 5.187107911999874, 
Lotka Volterra, 3.0847224599999663, 
Lotka Volterra Mayer, 6.561017690000199, 
LQR, 1.3863384239998595, 
LQR Mayer, 3.0948682729999746, 
Moon Landing, 3.8013788100001875, 
Mountain Car Mayer, 7.4981355979998625, 
Ocean, 2.5682149080000727, 
Ocean Mayer, 8.384552499000165, 
Particle Steering Mayer, 10.592323307000015, 
Quadrotor, 31.888570071999993, 
Rao Mease, 1.6047893410000142, 
Rao Mease Mayer, 3.1831032210000103, 
Three Tank, 5.86745772900008, 
Three Tank Mayer, 7.985897039000065, 
Tubular Reactor Mayer, 6.624935913999934, 
Van der Pol, 3.32336659900011, 
Van der Pol Mayer, 9.98760925900001, 
Lotka OED, 61.04340126399984, 
Dielectr Particle, 129.35367188300006, 
Jackson OED, 30.578772383999876, 
Van der Pol OED, 122.30430520899972, 
