Bioreactor, 2.59616191860041, 1.7194100796004932, 1.5870894401996338, 1.542664055199566, 1.4456164168012038, 1.6437669327991897, 1.4678965068007528, 
Bioreactor Mayer, 2.791028459199879, 2.292646227200021, 2.1217430854005217, 2.0021125244005815, 1.910677361600392, 2.561484061999363, 2.072280825199414, 
Bryson Denham, 0.9273213499996927, 1.189869870399707, 1.2312859918005414, 1.3655994865992398, 1.3210355032009828, 1.122513926600368, 0.9400120316000539, 
Bryson Denham Mayer, 1.9116034146005405, 7.0489917369995965, 8.194230172000971, 8.475360652998642, 2.8580929594005284, 2.6561118343997805, 1.772732631598774, 
Cart Pendulum, inf, inf, 27.19403125559984, 19.15060618560019, 18.41126912139807, 15.595692175201112, 14.878397465799207, 
Cart Pendulum Mayer, inf, inf, inf, inf, 20.934992905800026, 19.367082840200602, 18.338072208000085, 
Catalyst Mixing, 5.591526148199046, 5.214422436400492, 4.611491416800709, 4.26761027780085, 5.4450905428006084, 4.594031165399793, 4.0160099155997155, 
Cushioned Oscillation Mayer, 7.573558093400061, 4.809806423999544, 4.136810369800514, 3.1990662062009507, 3.030715450400021, 3.2383937347993195, 2.883620902599796, 
Dielectrophoretic Particle Mayer, 7.423406111800432, 7.098352306799643, 3.5367279365993456, 3.490671291999752, 3.5216260946006512, 3.1895802145998458, 2.61707524920057, 
Double Oscillator, 4.374723157600238, 2.6454768045994568, 2.7428895489996648, 2.098654152800009, 1.835765124199679, 1.99290229420003, 1.7726772726004127, 
Double Oscillator Mayer, 4.272511828599818, 4.1025467372004645, 3.344749684799899, 3.198049409600935, 2.920285641800729, 3.2425557072005176, 3.3706318646, 
Ducted Fan, inf, inf, 15.012633701600134, 14.474561149400689, 14.392833399200025, 8.59509500819986, 7.324369228599972, 
Egerstedt, 18.93484587960047, 12.653509866200329, 7.5399432027996225, 8.398916181200184, 9.634876467400318, 21.958260582200456, 38.86840027940052, 
Egerstedt Mayer, 21.093252141799166, 15.063164231401606, 8.689241400599713, 11.434383890999015, 18.994776464598544, 31.16013124719975, 35.41489997200115, 
Electric Car, inf, inf, inf, 4.874120121200394, 3.0804981224006043, 2.4346516303994576, 1.9899910022002587, 
Electric Car Mayer, 9.941568032799115, 14.105616937800368, 11.07529178239929, 9.420287362799717, 6.013021367801412, 3.783313765600178, 3.600315711599978, 
F8 Aircraft Mayer, inf, 24.69856883399916, inf, 8.014168711600359, 10.194064680199517, 8.526041660200281, 6.793716533399857, 
Fuller, 6.263248993399611, 3.407360189600149, 3.1173399605999292, 2.3794035034014085, 2.850282901200262, 1.316180353800155, 0.963996918999328, 
Fuller Mayer, 3.5102084894002474, 2.3981551421995393, 2.132719274000556, 1.8773999011995328, 1.7243959494007868, 1.6400630113996157, 1.423988961600844, 
Hang Glider, inf, inf, inf, inf, inf, 19.418014940599825, 13.18757678440088, 
Hanging Chain, 22.63004400800055, inf, inf, inf, 16.049601615600842, 10.562741346600523, 5.645838418799395, 
Lotka Competitive, 9.444045428199752, 6.73535950239966, 6.305152493799687, 5.339793701400049, 5.333559391798917, 4.004621538400533, 3.2160156673999154, 
Lotka Competitive Mayer, 10.840434195200213, 7.225640781599941, 6.775679410199518, 6.130361909399653, 5.655060758200125, 5.38072618820006, 4.431449355399673, 
Lotka Shared, 13.436363136398722, 9.259239887400327, 7.985858316999656, 7.099325552000664, 5.2683857640004135, 4.1137667822004005, 3.3447248768003193, 
Lotka Shared Mayer, 14.946906945999945, 9.590888347400323, 8.19298551460015, 6.919480128600116, 5.439095715599978, 5.151795523799228, 4.017089284800022, 
Lotka Volterra, 9.092340803199477, 6.3638357890005866, 5.71633357699975, 4.913698166199902, 4.39117497120169, 3.925070170599793, 3.7553781061993505, 
Lotka Volterra Mayer, 10.151595322600041, 6.889125885200338, 5.616658194200136, 5.4508596849998865, 4.188076478999574, 3.969451278199995, 3.1656958931998815, 
LQR, 4.131138820000342, 2.40529398600047, 1.8896939382007987, 1.7580553021995002, 1.2402473300004204, 0.99500590700045, 0.9810060870004236, 
LQR Mayer, 5.195866498399118, 3.446775555800559, 2.892733789799968, 2.5337485410003864, 2.35860970339927, 2.0966030472001878, 1.6975903479993577, 
Moon Landing, 8.906024694600637, 4.54621172739935, 3.1218165239995868, 3.641337895199831, 3.1998307915993793, 3.19910374760002, 3.109342755599937, 
Mountain Car Mayer, inf, 6.871486364599695, 5.825626038401242, 6.81664599220021, 5.7158341803995425, 6.2400116991993855, 5.313030004999746, 
Ocean, inf, inf, inf, 7.1914062827992895, 4.144233835799969, 2.804641458599508, 2.4378017098002602, 
Ocean Mayer, inf, inf, inf, inf, inf, inf, inf, 
Particle Steering Mayer, 4.737021454399655, inf, 18.784282953799995, inf, 16.6726990017989, inf, 8.866972625400376, 
Quadrotor, 44.36301204360061, 18.544327323800825, 14.42598888739958, 10.60723379359988, 7.112397075600166, 7.8708414291999365, 8.879287158599618, 
Rao Mease, 3.508318117800809, 2.3410432572010906, 1.8375693073998263, 1.517085273200064, 1.4760069608004414, 1.208754595600476, 0.9485151405999204, 
Rao Mease Mayer, 3.3425954845995873, 2.262870345799456, 2.199566795799183, 2.574418778600375, 2.735990581599617, 2.45424603420106, 2.5976281769988416, 
Three Tank, 42.8369492655991, 25.40076667879912, 12.359785325999837, 9.942617961199721, 7.558186963800108, 7.8103326258002195, 5.264319577199785, 
Three Tank Mayer, 29.13996305099936, 18.79898067779941, 11.038432185999408, 8.532322274798934, 6.664660240399826, 6.0338011830004685, 5.400144110200199, 
Tubular Reactor Mayer, inf, inf, 11.357320342199818, 8.677380461400025, 6.7845304606016725, 3.8833984350007085, 2.3795064276004267, 
Van der Pol, 5.99367679920033, 6.163585030999821, 3.106489389199851, 3.481132539999817, 2.545697108800232, 3.630823016999784, 2.1250328934002027, 
Van der Pol Mayer, 7.094531162999919, 7.031305699200312, 11.561517461799667, 9.437773925800139, 7.87167148979861, 7.62072367239889, 6.202414781400148, 
Lotka OED, 71.44862035260012, 26.134926085200277, 18.464110692600297, 26.86259300619986, 51.60024293340011, 62.38696478200018, inf, 
Dielectr Particle, 40.71180285040009, 28.205886189400008, 42.27055448220017, 42.98612373099968, 37.123823991200155, 25.681458561799992, 31.641550408400143, 
Jackson OED, 59.974005088400006, 36.82116302780014, 14.87393120400011, 12.307034220400237, 19.83207573840009, 16.189533671799836, 18.787205842999903, 
Van der Pol OED, 38.8857116004001, 32.04137671659991, 28.45028470859943, 30.46750788140016, 35.617153455600054, 34.240809504799834, 39.23841138220014, 
