Bioreactor, 1.8164873551984784, 1.2024510359995475, 1.2135139420002816, 1.24605631819868, 1.2582606682000914, 1.205265312600386, 1.1794623865993343, 
Bioreactor Mayer, 1.9731866034009726, 1.618512479601486, 1.803252735800197, 2.0437794969991954, 2.1802717919992576, 1.93086271400025, 2.2216024239991383, 
Bryson Denham, 1.3084561233998102, 0.9253461286003585, 0.962299917598284, 0.9583172806000221, 0.9844000312004937, 0.9535195516000385, 0.9544389042006515, 
Bryson Denham Mayer, 13.154238171801262, 8.80548275559995, 8.602796611799567, 7.706936347200099, 6.22516342700037, 9.567983285600349, 
Cart Pendulum, inf, inf, 33.55896504019997, 29.180277492799952, 24.801003812600037, 22.34479412960004, 21.576305972, 
Cart Pendulum Mayer, inf, inf, 40.60072669559986, 31.00914743259991, 25.920378983599857, 24.69021273900007, 20.89897735479999, 
Catalyst Mixing, 3.3982139600000663, 2.21662641719995, 2.3137001225999483, 2.323920406599882, 2.5321505848000014, 2.553976091600089, 2.379749763200016, 
Cushioned Oscillation Mayer, 13.950361951800005, inf, 9.389742057199964, 9.194850683599999, inf, inf, inf, 
Dielectrophoretic Particle Mayer, 6.213943131999986, 4.314379884400023, 2.483926889399936, 2.0305232929999875, 2.886124612800086, 3.0056115558000784, 3.0610541516000014, 
Double Oscillator, 2.6826412985999015, 1.9375567487998524, 1.6201058612000452, 1.678771907600094, 1.3295877339999607, 1.1301441130000967, 1.249635897400094, 
Double Oscillator Mayer, 2.6447030997999716, 2.3406020685999467, 2.016346974800217, 2.123560164400078, 1.897124111999983, 1.8674695505999808, 2.652079730799869, 
Ducted Fan, inf, 12.765681514600146, inf, 7.223594077999951, 6.7117508388000715, 17.25730543539994, 8.139442675200007, 
Egerstedt, 14.033008800800053, 8.171712674599984, 6.004480676399998, 7.025439448199995, 6.247438964799767, 5.389170881000064, 5.786742127800062, 
Egerstedt Mayer, 11.404891431200122, 8.16791192439996, 7.2321516061998405, 8.5065090271999, 6.416015918599987, 6.097331257400219, 5.868083448199831, 
Electric Car, 9.111331889800022, 39.64223575699998, 39.34930432379988, 36.926800842800006, 24.749766841999737, 8.96198846820007, 2.1293252200001005, 
Electric Car Mayer, 8.226967637199778, 45.30545299419973, 49.15270780380015, 44.61948949199996, 27.557720360999884, 8.231154179000077, 2.3293104268001117, 
F8 Aircraft Mayer, 13.460351206399901, 14.657852955999989, 8.7946149211999, 9.772506400599923, 8.71460775359974, 8.775789345600241, 9.797288741600278, 
Fuller, 3.455105901999923, 2.6495083514000726, 2.8016412831999333, 2.6699305288000685, 2.7305241563999516, 2.6111509942000337, 2.619487878399741, 
Fuller Mayer, 4.038960459000009, 2.7095640677998745, 2.75261311960021, 2.836993491800058, 2.726024045599843, 3.2790402356000414, 2.9008577701997638, 
Hang Glider, 16.76343174220001, inf, inf, inf, inf, inf, inf, 
Hanging Chain, 21.89844598119962, 17.774251629799984, inf, 26.731578521999836, 20.726247466400128, inf, 17.152747233799893, 
Lotka Competitive, 6.991004094799973, 5.640992197200103, 5.732303239800058, 5.958304580800177, 6.460683817399695, 5.592814680199808, 5.070914220000122, 
Lotka Competitive Mayer, 8.982021988200358, 10.019048703599765, 9.69815716560006, 9.263254784799937, 9.905169870999817, 5.975884657600181, 9.653274890600368, 
Lotka Shared, 10.944635205600571, 6.931604856400372, 7.4891282501997924, 7.795547348199397, 7.727854908598966, 6.866493725799591, 6.701784031400166, 
Lotka Shared Mayer, 8.303860196600363, 5.359083285600718, 5.23193653260023, 5.541574077799669, 5.163479886000277, 5.004634837799676, 4.57606952879978, 
Lotka Volterra, 5.20153179059962, 3.462993110000025, 3.730397145399911, 3.8200898022005276, 4.603712000800078, 3.6934816213994055, 3.437811767200401, 
Lotka Volterra Mayer, 7.157229564999943, 3.88993195740004, 5.020542885400573, 4.470324718999473, 4.14164231780087, 4.023865411599763, 3.9290060226005155, 
LQR, 3.465438830799394, 2.8030473975999484, 2.765033478400073, 2.7637613240000065, 2.816662701000314, 2.848570426000151, 2.627528260199688, 
LQR Mayer, 4.398505781999847, 2.661099553400345, 2.890379980799844, 2.7839722828000957, 3.1334415208006248, 3.213999135199265, 2.8307504005999364, 
Moon Landing, 4.395371258600425, 3.6529875701999117, 2.0139694911998958, 1.6976582138002414, 1.684964677199605, 1.5266375270002754, 1.4280383880002774, 
Mountain Car Mayer, inf, inf, inf, inf, inf, inf, inf, 
Ocean, 64.63889846700003, inf, inf, inf, inf, inf, inf, 
Ocean Mayer, inf, inf, inf, inf, inf, inf, inf, 
Particle Steering Mayer, 3.307851178800411, 18.225132623399624, inf, 21.372255222999957, inf, 17.843277023599875, inf, 
Quadrotor, 35.36063220120013, 16.602167387599913, 14.133850066000013, 10.768272646600234, 12.356892216200503, 13.515952041800483, 10.777062776199818, 
Rao Mease, 1.9118415699998876, 1.3992697706002217, 1.416943042600542, 1.2801302996005688, 1.1373556012000337, 0.9593446322000091, 0.9156853100001172, 
Rao Mease Mayer, 13.427892997800518, 3.5574671260001196, 5.022701347600014, 3.9096740327997397, 3.128782610800408, 3.522747974600134, 2.416761786600182, 
Three Tank, 26.69983835219973, 20.554149004799548, 16.771549324400258, 17.678325172599216, 18.347548493999785, 15.766900080399864, 16.326657755799534, 
Three Tank Mayer, 17.259312179599874, 12.869625373600138, 8.691110058799676, 8.774626844600425, 9.992227867199835, 8.209271074200297, 7.249661960800222, 
Tubular Reactor Mayer, 5.971891298600167, 4.017380120600137, 4.275515656599964, 4.811605562199839, 4.826697360000253, 4.921999476800193, 5.062856987399573, 
Van der Pol, 3.9345864951999827, 2.393470628400246, 2.573950792999676, 2.840723387599792, 2.2209695406003447, 2.031912911999825, 2.0288179589999347, 
Van der Pol Mayer, 6.589786933199866, 3.4987331232001453, 4.057329844999913, 4.151543933400535, 3.760018367199882, 3.5382668499998546, 3.8696947639997235, 
